Risk,Description
"PASSED","""2.3.2 Ensure Screen Saver Corners Are Secure - bottom right corner"" : [PASSED]

Hot Corners can be configured to disable the screen saver by moving the mouse cursor to a corner of the screen.

Rationale:

Setting a hot corner to disable the screen saver poses a potential security risk since an unauthorized person could use this to bypass the login screen and gain access to the system.

Solution:
Perform the following to disable a Hot Corner set to Disable Screen Saver:
Graphical Method:

Open System Preferences

Select Desktop & Screen Saver

Select Screen Saver

Select Hot Corners... and turn off any corner that is set to Disable Screen Saver

Terminal Method:
Run the following command to turn off Disable Screen Saver for a Hot Corner:

$ sudo -u <username> /usr/bin/defaults write com.apple.dock <corner that is set to '6'> -int 0

example:

$ sudo -u seconduser /usr/bin/defaults write com.apple.dock wvous-tl-corner -int 0

$ sudo -u seconduser /usr/bin/defaults read com.apple.dock wvous-tl-corner

0

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.dock

Add the key Forced

Set the key to the following:

<array>
<dict>
<key>mcx_preference_settings</key>
<dict>
<key>wvous-bl-corner</key>
<integer><!=6></integer>
<key>wvous-br-corner</key>
<integer><!=6></integer>
<key>wvous-tl-corner</key>
<integer><!=6></integer>
<key>wvous-tr-corner</key>
<integer><!=6></integer>
</dict>
</dict>
</array>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.1.1,800-171|3.1.10,800-53|AC-2(5),800-53|AC-11,CN-L3|7.1.3.2(d),CN-L3|8.1.4.1(b),CSCv7|16.11,CSCv8|4.3,CSF|PR.AC-1,CSF|PR.AC-4,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(a)(1),HIPAA|164.312(a)(2)(iii),ISO/IEC-27001|A.9.2.1,ISO/IEC-27001|A.11.2.8,ITSG-33|AC-2(5),ITSG-33|AC-11,LEVEL|2A,NIAv2|AM23c,NIAv2|AM23d,NIAv2|AM28,NIAv2|NS5j,NIAv2|SS14e,QCSC-v1|5.2.2,QCSC-v1|8.2.1,QCSC-v1|13.2,QCSC-v1|15.2,TBA-FIISB|36.2.1,TBA-FIISB|37.1.4

Policy Value:
plist_name: com.apple.dock
plist_item: wvous-br-corner
not_regex: .* = 6
plist_option: CAN_BE_NULL

Actual Value:
+ boone = The domain/default pair of (/Users/boone/Library/Preferences/com.apple.dock, wvous-br-corner) does not exist"
"PASSED","""2.4.10 Ensure Content Caching Is Disabled"" : [PASSED]

Starting with 10.13 (macOS High Sierra) Apple introduced a service to make it easier to deploy data from Apple, including software updates, where there are bandwidth constraints to the Internet and fewer constraints and greater bandwidth on the local subnet. This capability can be very valuable for organizations that have throttled and possibly metered Internet connections. In heterogeneous enterprise networks with multiple subnets the effectiveness of this capability would be determined on how many Macs were on each subnet at the time new large updates were made available upstream. This capability requires the use of mac OS clients as P2P nodes for updated Apple content. Unless there is a business requirement to manage operational Internet connectivity bandwidth user endpoints should not store content and act as a cluster to provision data.

Content types supported by Content Caching in macOS

Rationale:

The main use case for Mac computers is as mobile user endpoints. P2P sharing services should not be enabled on laptops that are using untrusted networks. Content Caching can allow a computer to be a server for local nodes on an untrusted network. While there are certainly logical controls that could be used to mitigate risk, they add to the management complexity. Since the value of the service is in specific use cases organizations with the use case described above can accept risk as necessary.

Impact:

This setting will adversely affect bandwidth usage between local subnets and the Internet.

Solution:
Perform the following to disable Content Caching:
Graphical Method:

Open System Preferences

Select Sharing

Uncheck Content Caching

Terminal Method:
Run the following command to disable Content Caching:

$ sudo /usr/bin/AssetCacheManagerUtil deactivate

The output will include Content caching deactivated
Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.AssetCache

Add the key AutoActivation

Set the key to </false>

Add the key AllowSharedCaching

Set the key to </false>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.6,800-171|3.4.7,800-53|CM-7,CSCv7|9.2,CSCv8|4.8,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,HIPAA|164.306(a)(1),ITSG-33|CM-7,LEVEL|2A,NIAv2|SS15a,SWIFT-CSCv1|2.3

Policy Value:
plist_name: /Library/Preferences/com.apple.AssetCache.plist
plist_item: Activated
regex: 0
plist_option: CANNOT_BE_NULL

Actual Value:
0"
"PASSED","""2.4.12 Ensure Media Sharing Is Disabled"" : [PASSED]

Starting with macOS 10.15 Apple has provided a control to allow a user to share Apple downloaded content on all Apple devices that are signed in with the same Apple ID. This allows a user to share downloaded Movies, Music or TV shows with other controlled macOS, iOS and iPadOS devices as well as photos with Apple TVs.

With this capability guest users can also use media downloaded on the computer.

The recommended best practice is not to use the computer as a server but to utilize Apple's cloud storage to download and use content stored there if content stored with Apple is used on multiple devices.

https://support.apple.com/guide/mac-help/set-up-media-sharing-on-mac-mchlp13371337/mac This capability requires the use of macOS clients as P2P nodes for updated Apple content. Unless there is a business requirement to manage operational Internet connectivity bandwidth user endpoints should not store content and act as a cluster to provision data.

Content types supported by content caching in macOS

Rationale:

Disabling Media Sharing reduces the remote attack surface of the system.

Impact:

Media Sharing allows for pre-downloaded content on a Mac to be available to other Apple devices on the same network. Leaving this disabled forces device users to stream or download content from each Apple authorized device. This sharing could even allow unauthorized devices on the same network media access.

Solution:
Perform the following to disable Media Sharing:
Graphical Method:

Open System Preferences

Select Sharing

Uncheck Media Sharing

Terminal Method:
Run the following command to disable Media Sharing:

$ sudo -u <username> defaults write com.apple.amp.mediasharingd home-sharing-enabled -int 0

example:

$ sudo -u test2 defaults write com.apple.amp.mediasharingd home-sharing-enabled -int 0

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.preferences.sharing.SharingPrefsExtension

Add the key homeSharingUIStatus

Set the key to <integer>0</integer>

Add the key legacySharingUIStatus

Set the key to <integer>0</integer>

Add the key mediaSharingUIStatus

Set the key to <integer>0</integer>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv7|9.2,CSCv8|4.1,CSCv8|4.8,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
plist_name: com.apple.amp.mediasharingd
plist_item: home-sharing-enabled
regex: 0

Actual Value:
+ boone = 0"
"PASSED","""2.5.3 Ensure Location Services Is Enabled"" : [PASSED]

macOS uses location information gathered through local Wi-Fi networks to enable applications to supply relevant information to users. With the operating system verifying the location, users do not need to change the time or the time zone. The computer will change them based on the user's location. They do not need to specify their location for weather or travel times and even get alerts on travel times to meetings and appointment where location information is supplied.

Location Services simplify some processes, for the purpose of asset management and time and log management, with mobile computers.

There are some use cases where it is important that the computer not be able to report its exact location. While the general use case is to enable Location Services, it should not be allowed if the physical location of the computer and the user should not be public knowledge.

https://support.apple.com/en-us/HT204690

Rationale:

Location Services are helpful in most use cases and can simplify log and time management where computers change time zones.

Solution:
Perform the following to enable Location Services:
Graphical Method:

Open System Preferences

Select Security & Privacy

Select Privacy

Select Enable Location Services

Terminal Method:
Run the following command to enable Location Services

$ sudo launchctl load -w /System/Library/LaunchDaemons/com.apple.locationd.plist

Note: In some use cases organizations may not want Location Services running. To disable Location Services, System Integrity Protection must be disabled.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv8|4.1,CSCv8|4.8,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
cmd: /bin/launchctl list | /usr/bin/grep -c com.apple.locationd
expect: 1

Actual Value:
The command '/bin/launchctl list | /usr/bin/grep -c com.apple.locationd' returned : 

1"
"PASSED","""2.6.1.4 Ensure iCloud Drive Document and Desktop Sync is Disabled - Document"" : [PASSED]

With macOS 10.12 Apple introduced the capability to have a user's Desktop and Documents folders automatically synchronize to the user's iCloud Drive, provided they have enough room purchased through Apple on their iCloud drive. This capability mirrors what Microsoft is doing with the use of OneDrive and Office 365. There are concerns with using this capability.

The storage space that Apple provides for free is used by users with iCloud mail, all of a user's Photo Library created with the ever larger Multi-Pixel iPhone cameras and all of the iOS Backups. Adding a synchronization capability for users who have files going back a decade or more and storage may be tight without much larger Apple charges than the free 5GB. Users with multiple computers running 10.12 and above with unique content on each will have issues as well.

Enterprise users may not be allowed to store Enterprise information in a third-party public cloud. In previous implementations iCloud Drive or even DropBox the user selected what files were synchronized even if there were no other controls. The new feature synchronizes all files in a folder widely used to put working files.

The automatic synchronization of all files in a user's Desktop and Documents folders should be disabled.

https://derflounder.wordpress.com/2016/09/23/icloud-desktop-and-documents-in-macos-sierra-the-good-the-bad-and-the-ugly/

Rationale:

Automated Document synchronization should be planned and controlled to approved storage.

Impact:

Users will not be able to use iCloud for the automatic sync of the Desktop and Documents folders.

Solution:
Perform the following to disable iCloud Desktop and Document syncing:
Graphical Method:

Open System Preferences

Select Apple ID

Select iCloud

Select iCloud Drive

Select Options next to iCloud Drive

Uncheck Desktop & Documents Folders

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.applicationaccess

Add the key allowCloudDesktopAndDocuments

Set the key to </false>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv8|4.1,CSCv8|4.8,CSCv8|15.3,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
cmd: /bin/ls -l ~/Library/Mobile\ Documents/com~apple~CloudDocs/Documents/ | /usr/bin/wc -l
expect: [\s]+0

Actual Value:
The command '/bin/ls -l ~/Library/Mobile\ Documents/com~apple~CloudDocs/Documents/ | /usr/bin/wc -l' returned : 

ls: /var/root/Library/Mobile Documents/com~apple~CloudDocs/Documents/: No such file or directory
       0"
"PASSED","""2.6.1.4 Ensure iCloud Drive Document and Desktop Sync is Disabled - Desktop"" : [PASSED]

With macOS 10.12 Apple introduced the capability to have a user's Desktop and Documents folders automatically synchronize to the user's iCloud Drive, provided they have enough room purchased through Apple on their iCloud drive. This capability mirrors what Microsoft is doing with the use of OneDrive and Office 365. There are concerns with using this capability.

The storage space that Apple provides for free is used by users with iCloud mail, all of a user's Photo Library created with the ever larger Multi-Pixel iPhone cameras and all of the iOS Backups. Adding a synchronization capability for users who have files going back a decade or more and storage may be tight without much larger Apple charges than the free 5GB. Users with multiple computers running 10.12 and above with unique content on each will have issues as well.

Enterprise users may not be allowed to store Enterprise information in a third-party public cloud. In previous implementations iCloud Drive or even DropBox the user selected what files were synchronized even if there were no other controls. The new feature synchronizes all files in a folder widely used to put working files.

The automatic synchronization of all files in a user's Desktop and Documents folders should be disabled.

https://derflounder.wordpress.com/2016/09/23/icloud-desktop-and-documents-in-macos-sierra-the-good-the-bad-and-the-ugly/

Rationale:

Automated Document synchronization should be planned and controlled to approved storage.

Impact:

Users will not be able to use iCloud for the automatic sync of the Desktop and Documents folders.

Solution:
Perform the following to disable iCloud Desktop and Document syncing:
Graphical Method:

Open System Preferences

Select Apple ID

Select iCloud

Select iCloud Drive

Select Options next to iCloud Drive

Uncheck Desktop & Documents Folders

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.applicationaccess

Add the key allowCloudDesktopAndDocuments

Set the key to </false>

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv8|4.1,CSCv8|4.8,CSCv8|15.3,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
cmd: /bin/ls -l ~/Library/Mobile\ Documents/com~apple~CloudDocs/Desktop/ | /usr/bin/wc -l
expect: [\s]+0

Actual Value:
The command '/bin/ls -l ~/Library/Mobile\ Documents/com~apple~CloudDocs/Desktop/ | /usr/bin/wc -l' returned : 

ls: /var/root/Library/Mobile Documents/com~apple~CloudDocs/Desktop/: No such file or directory
       0"
"PASSED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit successful/failed login/logout events'"" : [PASSED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*lo).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*lo).*$' found in the following lines:
          5: flags:lo,aa"
"PASSED","""3.2 Ensure Security Auditing Flags Are Configured Per Local Organizational Requirements - 'audit all authorization and authentication events'"" : [PASSED]

Auditing is the capture and maintenance of information about security-related events. Auditable events often depend on differing organizational requirements.

Rationale:

Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises or attacks that have occurred, have begun, or are about to begin. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised.

Depending on the governing authority, organizations can have vastly different auditing requirements. In this control we have selected a minimal set of audit flags that should be a part of any organizational requirements. The flags selected below may not adequately meet organizational requirements for users of this benchmark. The auditing checks for the flags proposed here will not impact additional flags that are selected.

Solution:
Perform the following to set the require Security Auditing Flags:
Edit the /etc/security/audit_control file and add fm, ad, -ex, aa, -fr, lo, and -fw flags or add -all to flags.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.3.1,800-171|3.3.2,800-171|3.14.3,800-53|AU-2,800-53|AU-3,800-53|AU-3(1),800-53|AU-12,800-53|SI-5,CN-L3|7.1.2.3(a),CN-L3|7.1.2.3(b),CN-L3|7.1.3.3(a),CN-L3|7.1.3.3(b),CN-L3|8.1.4.3(a),CN-L3|8.1.4.3(b),CSCv7|6.2,CSCv7|14.9,CSCv8|3.14,CSCv8|8.2,CSCv8|8.5,CSF|DE.CM-1,CSF|DE.CM-3,CSF|DE.CM-7,CSF|ID.RA-1,CSF|ID.RA-2,CSF|ID.RA-3,CSF|PR.PT-1,CSF|RS.CO-5,GDPR|32.1.b,HIPAA|164.306(a)(1),HIPAA|164.312(b),ITSG-33|AU-2,ITSG-33|AU-3,ITSG-33|AU-3(1),ITSG-33|AU-12,ITSG-33|SI-5,LEVEL|2A,NESA|M1.2.2,NESA|M5.5.1,NESA|T3.6.2,NESA|T7.7.1,NIAv2|AM7,NIAv2|AM11a,NIAv2|AM11b,NIAv2|AM11c,NIAv2|AM11d,NIAv2|AM11e,NIAv2|AM34a,NIAv2|AM34b,NIAv2|AM34c,NIAv2|AM34d,NIAv2|AM34e,NIAv2|AM34f,NIAv2|AM34g,NIAv2|SS30,NIAv2|VL8,QCSC-v1|3.2,QCSC-v1|6.2,QCSC-v1|8.2.1,QCSC-v1|10.2.1,QCSC-v1|11.2,QCSC-v1|13.2,SWIFT-CSCv1|6.4

Policy Value:
expect: ^flags:.*(?=.*aa).*$
file: /etc/security/audit_control
regex: ^flags:

Actual Value:
Compliant file(s):
      /etc/security/audit_control - regex '^flags:' found - expect '^flags:.*(?=.*aa).*$' found in the following lines:
          5: flags:lo,aa"
"PASSED","""4.1 Ensure Bonjour Advertising Services Is Disabled"" : [PASSED]

Bonjour is an auto-discovery mechanism for TCP/IP devices which enumerate devices and services within a local subnet. DNS on macOS is integrated with Bonjour and should not be turned off, but the Bonjour advertising service can be disabled.

Rationale:

Bonjour can simplify device discovery from an internal rogue or compromised host. An attacker could use Bonjour's multicast DNS feature to discover a vulnerable or poorly-configured service or additional information to aid a targeted attack. Implementing this control disables the continuous broadcasting of 'I'm here!' messages. Typical end-user endpoints should not have to advertise services to other computers. This setting does not stop the computer from sending out service discovery messages when looking for services on an internal subnet, if the computer is looking for a printer or server and using service discovery. To block all Bonjour traffic except to approved devices the pf or other firewall would be needed.

Impact:

Some applications, like Final Cut Studio and AirPort Base Station management, may not operate properly if the mDNSResponder is turned off.

Solution:
Perform the following to disable Bonjour Advertising:
Terminal Method:
Run the following command to disable Bonjour Advertising services:

$ sudo /usr/bin/defaults write /Library/Preferences/com.apple.mDNSResponder.plist NoMulticastAdvertisements -bool true

Profile Method:

Create or edit a configuration profile with the PayLoadType of com.apple.mDNSResponder

Add the key NoMulticastAdvertisements

Set the key to true

Additional Information:

Anything Bonjour discovers is already available on the network and probably discoverable with network scanning tools. The security benefit of disabling Bonjour for that reason is minimal.

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|5.1,CSCv7|9.2,CSCv8|4.1,CSCv8|4.8,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
plist_name: /Library/Preferences/com.apple.mDNSResponder.plist
plist_item: NoMulticastAdvertisements
regex: 1
plist_option: CAN_BE_NULL

Actual Value:
Error -- could not get the plist item"
"PASSED","""5.9 Ensure system is set to hibernate - standbydelayhigh"" : [PASSED]

In order to use a computer with Full Disk Encryption (FDE) macOS must keep encryption keys in memory to allow the use of the disk that has been FileVault protected. The storage volume has been unlocked and acts as if it was not encrypted. When the system is not in use the volume is protected through encryption. When the system is sleeping and available to quickly resume the encryption keys remain in memory.

If an unauthorized party has possession of the computer and the computer is only slept there are known attack vectors that can be attempted against the RAM that has the encryption keys or the running operating system that is protected by a login screen. Network attacks if network interfaces are on as well as USB or other open device ports are possible. Most of these attacks require knowledge of unpatched vulnerabilities or a high level of sophistication if all the other controls function as intended.

There is little impact on hibernating the system rather than sleeping after an appropriate time period to remediate the risk of OS level attacks. Hibernation writes the keys to disk and requires FileVault to be unlocked prior to the OS being available. In the case of unauthorized personnel with access to the computer encryption would have to be broken prior to attacking the operating system in order to recover data from the system.

https://www.helpnetsecurity.com/2018/08/20/laptop-sleep-security/

Mac systems should be set to hibernate after sleeping for a risk-acceptable time period. The default value for 'standbydelay' is three hours (10800 seconds). This value is likely appropriate for most desktops. If Mac desktops are deployed in unmonitored, less physically secure areas with confidential data this value might be adjusted. The desktop or would have to retain power so that the running OS or physical RAM could be attacked however.




MacBooks should be set so that the standbydelay is 15 minutes (900 seconds) or less. This setting should allow laptop users in most cases to stay within physically secured areas while going to a conference room, auditorium or other internal location without having to unlock the encryption. When the user goes home at night the laptop will auto-hibernate after 15 minutes and require the FileVault password to unlock prior to logging back into system when it resumes.

MacBooks should also be set to a hibernate mode that removes power from the RAM. This will stop the possibility of cold boot attacks on the system.

Rationale:

To mitigate the risk of data loss the system should power down and lock the encrypted drive after a specified time. Laptops should hibernate 15 minutes or less after sleeping.

Impact:

The laptop will take additional time to resume normal operation then if only sleeping rather than hibernating.

Solution:
Run the following command to set the hibernate delays and to ensure the FileVault keys are set to be destroyed on standby:

$ sudo pmset -a standbydelaylow <value<=600>
$ sudo pmset -a standbydelayhigh <value<=600>
$ sudo pmset -a highstandbythreshold <value>=90>
$ sudo pmset -a destroyfvkeyonstandby 1
$ sudo pmset -a hibernatemode 25

example:

$ sudo pmset -a standbydelaylow 500
$ sudo pmset -a standbydelayhigh 500
$ sudo pmset -a highstandbythreshold 100
$ sudo pmset -a destroyfvkeyonstandby 1
$ sudo pmset -a hibernatemode 25

Additional Information:

There are several good references to the concerns about ensuring hibernation rather than sleep is in place. A selection below:

http://mattwashchuk.com/articles/2016/01/08/maximizing-filevault-security

https://www.zdziarski.com/blog/?p=6705

https://www.howtogeek.com/260478/how-to-choose-when-your-mac-hibernates-or-enters-standby/

https://www.lifewire.com/change-mac-sleep-settings-2260804

https://www.zdziarski.com/blog/?p=6705

See Also: https://workbench.cisecurity.org/files/3573

Reference: 800-171|3.4.1,800-171|3.4.2,800-171|3.4.6,800-171|3.4.7,800-171|3.5.2,800-53|CM-1,800-53|CM-2,800-53|CM-6,800-53|CM-7,800-53|IA-5,CSCv7|16.11,CSCv8|4.1,CSF|DE.AE-1,CSF|ID.GV-1,CSF|ID.GV-3,CSF|PR.AC-1,CSF|PR.DS-7,CSF|PR.IP-1,CSF|PR.PT-3,GDPR|32.1.b,GDPR|32.4,HIPAA|164.306(a)(1),HIPAA|164.312(a)(2)(i),HIPAA|164.312(d),ITSG-33|CM-1,ITSG-33|CM-2,ITSG-33|CM-6,ITSG-33|CM-7,ITSG-33|IA-5,LEVEL|2A,NESA|M1.2.2,NESA|T3.2.5,NESA|T5.2.3,NESA|T7.5.1,NIAv2|GS8b,NIAv2|SS15a,NIAv2|SS16,NIAv2|VL7a,NIAv2|VL7b,QCSC-v1|5.2.1,QCSC-v1|5.2.2,QCSC-v1|7.2,QCSC-v1|13.2,SWIFT-CSCv1|2.3

Policy Value:
PASSED"
